#,Company,Location_HQ,Region,State,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,latitude,longitude
862,Wonder,"New York City",Unknown,Unknown,USA,"North America",130,2022-11-30,7,1857,1727,Food,"Series B",850,40.7127281,-74.0060152
863,Bizzabo,"New York City",Unknown,Unknown,USA,"North America",100,2022-12-01,37,270,170,Marketing,"Series E",194,40.7127281,-74.0060152
864,Carousell,Singapore,Unknown,Unknown,Singapore,Asia,110,2022-12-01,10,1100,990,Retail,"Private Equity",372,1.2899175,103.8519072
865,Netlify,"San Francisco","San Francisco Bay Area",California,USA,"North America",48,2022-12-01,16,300,252,Product,"Series D",212,37.7792588,-122.4193286
866,Springbig,Miami,Unknown,Unknown,USA,"North America",37,2022-12-01,23,161,124,Sales,Post-IPO,32,25.7741728,-80.19362
867,Polly,Burlington,Unknown,Unknown,USA,"North America",47,2022-12-02,15,313,266,Finance,"Series C",184,44.4761601,-73.212906
868,"Aqua Security",Boston,Unknown,Unknown,USA,"North America",65,2022-12-05,10,650,585,Security,"Series E",265,42.3554334,-71.060511
869,DataRails,"Tel Aviv",Unknown,Unknown,Israel,Asia,30,2022-12-05,18,167,137,Finance,"Series B",103,32.0852997,34.7818064
870,Bridgit,Waterloo,Unknown,Unknown,Canada,"North America",13,2022-12-06,13,100,87,Construction,"Series B",36,43.4652699,-80.5222961
871,BuzzFeed,"New York City",Unknown,Unknown,USA,"North America",180,2022-12-06,12,1500,1320,Media,Post-IPO,696,40.7127281,-74.0060152
872,"Chipper Cash","San Francisco","San Francisco Bay Area",California,USA,"North America",50,2022-12-06,13,385,335,Finance,"Series C",302,37.7792588,-122.4193286
873,Doma,"Huntington Beach",Unknown,California,USA,"North America",515,2022-12-06,40,1288,773,Finance,Post-IPO,679,33.6783336,-118.000016
874,"Perimeter 81","Tel Aviv",Unknown,Unknown,Israel,Asia,20,2022-12-06,8,250,230,Security,"Series C",165,32.0852997,34.7818064
875,Stash,"New York City",Unknown,Unknown,USA,"North America",32,2022-12-06,8,400,368,Finance,Unknown,480,40.7127281,-74.0060152
877,Houzz,"Palo Alto","San Francisco Bay Area",California,USA,"North America",95,2022-12-07,8,1188,1093,Consumer,"Series E",613,37.4443293,-122.1598465
878,"Integral Ad Science","New York City",Unknown,Unknown,USA,"North America",120,2022-12-07,13,923,803,Marketing,Acquired,116,40.7127281,-74.0060152
879,Lev,"New York City",Unknown,Unknown,USA,"North America",30,2022-12-07,30,100,70,"Real Estate","Series B",114,40.7127281,-74.0060152
880,Lithic,"New York City",Unknown,Unknown,USA,"North America",27,2022-12-07,18,150,123,Finance,"Series C",115,40.7127281,-74.0060152
881,Loft,"Sao Paulo",Unknown,Unknown,Brazil,"South America",312,2022-12-07,12,2600,2288,"Real Estate",Unknown,788,-23.5506507,-46.6333824
882,Motive,"San Francisco","San Francisco Bay Area",California,USA,"North America",237,2022-12-07,6,3950,3713,Transportation,"Series F",567,37.7792588,-122.4193286
883,Plaid,"San Francisco","San Francisco Bay Area",California,USA,"North America",260,2022-12-07,20,1300,1040,Finance,"Series D",734,37.7792588,-122.4193286
884,Relativity,Chicago,Unknown,Unknown,USA,"North America",150,2022-12-07,10,1500,1350,Legal,"Private Equity",125,41.8755616,-87.6244212
885,Voi,Stockholm,Unknown,Unknown,Sweden,Europe,130,2022-12-07,13,1000,870,Transportation,"Series D",515,59.3251172,18.0710935
886,Airtable,"San Francisco","San Francisco Bay Area",California,USA,"North America",254,2022-12-08,20,1270,1016,Product,"Series F",1400,37.7792588,-122.4193286
887,Armis,"San Francisco","San Francisco Bay Area",California,USA,"North America",25,2022-12-08,4,625,600,Security,"Private Equity",537,37.7792588,-122.4193286
888,BlackLine,"Los Angeles",Unknown,California,USA,"North America",95,2022-12-08,5,1900,1805,Finance,"Private Equity",220,34.0536909,-118.242766
889,Buser,"Sao Paulo",Unknown,Unknown,Brazil,"South America",160,2022-12-08,30,533,373,Transportation,"Series C",138,-23.5506507,-46.6333824
890,CyCognito,"Palo Alto","San Francisco Bay Area",California,USA,"North America",30,2022-12-08,15,200,170,Security,"Series C",153,37.4443293,-122.1598465
891,Glints,Singapore,Unknown,Unknown,Singapore,Asia,198,2022-12-08,18,1100,902,HR,"Series D",82,1.2899175,103.8519072
892,Otonomo,"Tel Aviv",Unknown,Unknown,Israel,Asia,80,2022-12-08,50,160,80,Transportation,Post-IPO,231,32.0852997,34.7818064
894,TechTarget,Boston,Unknown,Unknown,USA,"North America",60,2022-12-08,5,1200,1140,Marketing,Post-IPO,115,42.3554334,-71.060511
